filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
Chris Holden,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",4759.25,0,2021-10-15,2021-10-27,Gift,false,Portugal,"International Airfare
Fall Study Travel Project to Portugal",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://digitaldemocracy.calmatters.org/legislators/chris-holden-78
Chris Holden,2023,Assembly International Relations Foundation,1020 N Street ,Sacramento CA,2915.3,0,2023-02-26,2023-02-26,Gift,false,Pakistan,Airfare for travel for delegation ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f48785c9-4f9a-4364-9281-930d878df1cc.pdf,https://digitaldemocracy.calmatters.org/legislators/chris-holden-78
Chris Holden,2023,Smart Justice California,2500 Steiner Street #8 ,San Francisco CA 94115 ,531.65,0,2023-02-02,2023-02-03,Gift,false,Omni 2100 Costa Del Mar Road | Donovan Prison 480 Alta Road San Diego ,Smart Justice Policy Summit ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f48785c9-4f9a-4364-9281-930d878df1cc.pdf,https://digitaldemocracy.calmatters.org/legislators/chris-holden-78
Josh Hoover,2023,California Center for Construction Education,265 Hengenberger Road,"Oakland, CA",263.96,0,2023-11-30,2023-12-01,Gift,,"Las Vegas, Nevada",Travel related to facility tour.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a31ca46-891a-4044-a11b-b3ae8639bbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-hoover-165420
Josh Hoover,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA",800.64,0,2023-08-24,2023-08-25,Gift,,"Lake Tahoe, California","Travel related to
technology conference.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a31ca46-891a-4044-a11b-b3ae8639bbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-hoover-165420
Josh Hoover,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA",860,0,2023-12-07,2023-12-08,Gift,,"Laguna Niguel, California","Travel related to water conference
",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a31ca46-891a-4044-a11b-b3ae8639bbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-hoover-165420
Josh Hoover,2023,California Problem Solvers Foundation,"400 Capitol Mall, Suite 2400","Sacramento, CA",2860.95,0,2023-11-06,2023-11-08,Gift,,"Dana Point, California",Travel related to policy,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a31ca46-891a-4044-a11b-b3ae8639bbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-hoover-165420
Josh Hoover,2023,Northern California Carpenters Union,265 Hengenberger Road,"Oakland, CA",271,0,2023-11-30,2023-12-01,Gift,,"Las Vegas, Nevada",Travel related to facility tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a31ca46-891a-4044-a11b-b3ae8639bbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-hoover-165420
Ben Hueso,2021,Ideate Labs,"315 W 9th St, Suite 700","Los Angles, CA",2602.14,0,2021-12-07,2021-12-16,Gift,false,"Barcelona, Spain","Toured transportation
facilitv/meetings with government officials",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://digitaldemocracy.calmatters.org/legislators/ben-hueso
Ben Hueso,2021,Urika Center for Policy Research,"311 Oak Street, No. 323","Oakland, CA",195,0,2021-11-01,2021-11-03,Gift,false,"Valle de Guadalupe, Mexico",Transportation for binational policy summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://digitaldemocracy.calmatters.org/legislators/ben-hueso
Ben Hueso,2022,Ideate Labs,"315 W 9th St, Suite 700","Los Angeles, CA",1634.19,0,2022-07-11,2022-07-13,Gift,,"Columbus, Ohio",Toured transportation facility met w/ engineers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/27cfd22b-c6ba-4ca3-939b-3998b98cb7cf.pdf,https://digitaldemocracy.calmatters.org/legislators/ben-hueso
Melissa Hurtado,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA",653,0,2021-03-30,2021-04-03,Gift,,"Coalinga, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2021,California Problem Solvers Foundation,"150 Post Street, Suite 405","San Francisco, CA",1227.94,0,2021-10-18,2021-10-18,Gift,,"Dana Point, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2022,APG,"9 River Park East, Ste 410","Fresno, CA 93720",714.5,0,2022-03-01,2022-03-02,Gift,true,"Carlsbad, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2022,California Independent Petroleum Association,"1001 K Street, 6th Floor","Sacramento, CA 95814",1125.7,0,2022-02-24,2022-02-25,Gift,true,Newport Beach (Pelican Hill...) ,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2022,California Issues Forum,"1717 I Street, Sacramento, CA 95811","Sacramento, CA",590,0,2022-03-10,2022-03-11,Gift,true,Marina Del Ray,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2022,Milken Institute,1250 4th Street,"Santa Monica, CA",141,0,2022-04-20,2022-04-21,Gift,true,Sacramento (Dinner and Lunch),"Speaking at Dinner and at Westland Water ""District F..."" ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2023,California Foundation on the Environment and the Economy,"920 11th st,","Sacramento, CA 95814",15884.21,0,2023-10-19,2023-10-30,Gift,,France,study tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/83f2b2d8-668b-4b17-ae38-88618c11035a.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Melissa Hurtado,2023,The Climate Registry,600 Wilshire Blvd. Suite 202,"Los Angeles, CA 90017",2800,0,2023-12-05,2024-12-13,Gift,true,Dubai,Hotel Stay for Cop 28,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/83f2b2d8-668b-4b17-ae38-88618c11035a.pdf,https://digitaldemocracy.calmatters.org/legislators/melissa-hurtado-165039
Jacqui Irwin,2021,Aspen Institute,Friedrichstr 60,Berlin Germany 10117,2313.89,0,2021-10-12,2021-10-16,Gift,false,"Stuttgart, Germany",educational study tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2021,California Biotechnology Foundation,1215 K Street Ste 970,Sacramento CA 95814,1823.62,0,2021-09-15,2021-09-16,Gift,false,"Boston, Massachusetts",Educational study tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2021,California Chamber of Commerce,"1215 K Street, SUite 1400","Sacramento, CA 95814",1337.18,0,2021-10-26,2021-10-27,Gift,true,"Anaheim, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202",San Francisco CA 94133,3383.22,0,2021-09-19,2021-09-24,Gift,false,"Vancouver, British Columbia",recycling study tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2021,National Conference of State Legislators,444 N Capitol Ste NW Ste 515,Washington DC,607.93,0,2021-09-22,2021-09-24,Gift,true,"Alexandria, Virginia",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2021,TechNet,"1001 K Street, 6th Floor","Sacramento, CA 95814",1178.69,0,2021-11-10,2021-11-12,Gift,true,"San Francisco, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/78e94cf3-f450-489d-ac20-95cedfa0026c.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2022,California Biotechnology Foundation,"1215 K Street, Suite 970","Sacramento, CA 95814",2217.39,0,2022-09-21,2022-09-23,Gift,false,"Seattle, Washington",Educational tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",835.79,0,2022-06-16,2022-06-17,Gift,true,"Lake Tahoe, Nevada",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2022,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa St., Ste. 4050 Los Angeles, CA 90017",Los Angeles,1630,0,2022-08-04,2022-08-05,Gift,true,"Napa, California",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2022,National Conference of State Legislatures,"444 N. Capitol St., NW, Suite 515",Washington DC,723.88,0,2022-05-19,2022-05-20,Income,false,,"Chair, Cybersecuritv Task Force Meeting",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,California Competes,1300 Clay St. Ste. 1020,"Oakland, CA 94612",1049,0,2023-01-19,2023-01-20,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/521ca11a-d326-41f8-b54d-f66bba45b1dc.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,California Foundation on the Environment and the Economy,777 S. Figueroa St. Ste. 4050,"Los Angeles, CA 90017",533,0,2023-08-17,2023-08-18,Gift,false,"San Jose, CA",Educational tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/521ca11a-d326-41f8-b54d-f66bba45b1dc.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,California Foundation on the Environment and the Economy,"Pier 35, Ste. 202","San Francisco, CA 94133",18530.63,0,2023-10-18,2023-10-30,Gift,false,France,Educational tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/521ca11a-d326-41f8-b54d-f66bba45b1dc.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,California Foundation on the Environment and the Economy,"Pier 35, Ste. 202","San Francisco, CA 94133",860,0,2023-12-07,2023-12-08,Gift,false,"Laguna Niguel, CA",Educational water conference ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/521ca11a-d326-41f8-b54d-f66bba45b1dc.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,California Issues Forum,1717 I St.,"Sacramento, CA 95811",1428,0,2023-12-11,2023-12-13,Gift,true,"La Jolla, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/521ca11a-d326-41f8-b54d-f66bba45b1dc.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,Los Angeles World Airports (LAWA),1 World Way,"Los Angeles, CA 90045",30,0,2023-09-28,2023-09-30,Gift,,"Los Angeles and Washington, D.C",Parking related to legislative business,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2cc67d54-6e41-49af-8cce-b739d89161ae.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,Los Angeles World Airports (LAWA),1 World Way,"Los Angeles, CA 90045",30,0,2023-10-18,2023-10-30,Gift,,Los Angeles and France,Parking related to legislative business,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2cc67d54-6e41-49af-8cce-b739d89161ae.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Jacqui Irwin,2023,National Conference of State Legislatures (NCSL),"444 N. Capitol St. NW, Suite 515","Washington, D.C.",1214.81,0,2023-09-28,2023-09-30,Gift,,"Washington, D.C.",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2cc67d54-6e41-49af-8cce-b739d89161ae.pdf,https://digitaldemocracy.calmatters.org/legislators/jacqui-irwin-16
Brian Jones,2021,Association of California Life and Health Insurance Companies,"1201 K Street, Suite 1820","Sacramento, CA",2899.1,0,2021-10-20,2021-10-22,Gift,true,,"Pebble Beach,",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/29d7121c-e6cd-48d1-bc01-205c39faf303.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2021,Friends of the Palomar Mt. State Park,PO Box 91 92060,"Palomar Mountain, CA",472,0,2021-06-18,2021-06-20,Gift,false,"palomar, ca",Tour and meetings related to Palomar State Park,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/29d7121c-e6cd-48d1-bc01-205c39faf303.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2021,Independent Voter Project,"2700 Adams Avenue, Suite 202","San Diego, CA",3968.85,0,2021-11-14,2021-11-19,Gift,true,Hawaii,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/29d7121c-e6cd-48d1-bc01-205c39faf303.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2021,"Mendocino Redwood Company, LLC","3700 Old Redwood Highway, Suite 200,","Santa Rosa, CA",496.06,0,2021-08-19,2021-08-20,Gift,,mendocino,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/29d7121c-e6cd-48d1-bc01-205c39faf303.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2021,Ur!ka,"311 Oak Street, No 323,","Oakland, CA",861,0,2021-11-01,2021-11-03,Gift,true,,mexico,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/29d7121c-e6cd-48d1-bc01-205c39faf303.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2022,Association of California Life and Health Insurance Companies,"1201 K Street, Suite 1820 ","Sacramento, CA",2021.32,0,2022-10-10,2022-10-12,Gift,true,"San Diego, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b90ca49b-ac4f-4194-bf82-4816bf05d1b4.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2022,California Chamber of Commerce,"1215 K Street, Suite 1400","Sacramento, CA",1439.77,0,2022-11-29,2022-11-30,Gift,true,"Dana Point, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b90ca49b-ac4f-4194-bf82-4816bf05d1b4.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2022,California Independent Petroleum Association,"1001 K Street, 6th Floor","Sacramento, CA",1125.7,0,2022-02-24,2022-02-25,Gift,true,"Newport Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b90ca49b-ac4f-4194-bf82-4816bf05d1b4.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2022,Independent Voter Project,"2700 Adams Ave, Suite 202","San Diego, CA",3385,0,2022-11-13,2022-11-18,Gift,true,"Maui, HI",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b90ca49b-ac4f-4194-bf82-4816bf05d1b4.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2023,California Center for Construction Education,"265 Hegenberger Rd, Suite 200","Oakland, CA",253.96,0,2023-11-30,2023-12-01,Gift,true,"Las Vegas, NV",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/23571705-83b3-4d45-a4bc-f3a8a39bf179.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2023,California Foundation on the Environment and the Economy,920 11th St,"Sacramento, CA",16509.52,0,2023-10-19,2023-10-30,Gift,true,France,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/23571705-83b3-4d45-a4bc-f3a8a39bf179.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2023,Independent Voter Project,"2700 Adams Ave, Suite 202","San Diego, CA",2372.43,0,2023-09-19,2023-09-23,Gift,true,"Coronado, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/23571705-83b3-4d45-a4bc-f3a8a39bf179.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2023,National Retail Federation,"1101 New York Ave NW, Suite 1200","Washington, DC",3070.71,0,,,Gift,true,"New York, NY",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/23571705-83b3-4d45-a4bc-f3a8a39bf179.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Brian Jones,2023,Northern California Carpenters Union,"265 Hegenberger Rd, Suite 200","Oakland, CA",271,0,2023-11-30,2023-12-01,Gift,true,"Las Vegas, NV",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/23571705-83b3-4d45-a4bc-f3a8a39bf179.pdf,https://digitaldemocracy.calmatters.org/legislators/brian-jones-42
Reggie Jones-Sawyer,2021,California Foundation on the Environment and the Economy,"PIER 35, STE 202","SAN FRANCISCO, CA 94133",637.22,0,2021-06-17,2021-06-18,Gift,true,"Lake Tahoe, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05a029cf-eb31-4302-8214-308c7f52022f.pdf,https://digitaldemocracy.calmatters.org/legislators/reginald byron-jones-sawyer-165441
Reggie Jones-Sawyer,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA",12842.27,0,2022-04-10,2022-04-16,Gift,true,Iceland,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a32aa45a-7189-415a-b9c3-bc1e57d7850a.pdf,https://digitaldemocracy.calmatters.org/legislators/reginald byron-jones-sawyer-165441
Reggie Jones-Sawyer,2022,The Climate Registry,"600 Wilshire Blvd, Ste 970",Los Angeles,3528,0,2022-11-12,2022-11-18,Gift,false,Egypt,Legislative delegation to United Nations Cofnerence,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a32aa45a-7189-415a-b9c3-bc1e57d7850a.pdf,https://digitaldemocracy.calmatters.org/legislators/reginald byron-jones-sawyer-165441
Reggie Jones-Sawyer,2023,Los Angeles World Airport,"6030 W. Century Blvd., Ste 500","Los Angeles, CA",330,0,2023-01-01,2023-12-31,Gift,,"State Capitol, Sacramento",Parking services in conjunction with official legislative business.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c2b0e7ab-f427-4d98-9f84-4d3a920612dc.pdf,https://digitaldemocracy.calmatters.org/legislators/reginald byron-jones-sawyer-165441
Reggie Jones-Sawyer,2023,Smart Justice California,"2500 STEINER ST, STE 8","San Francisco, CA",1835,0,2023-02-02,2023-02-04,Gift,true,"State Prisons, San Diego",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c2b0e7ab-f427-4d98-9f84-4d3a920612dc.pdf,https://digitaldemocracy.calmatters.org/legislators/reginald byron-jones-sawyer-165441
Ash Kalra,2023,Asian Pacific Islander Legislative Caucus Foundation,1787 Tribute Road Suite 201,"Sacramento, Ca 95814",788.78,0,2023-01-26,2023-01-27,Gift,true,Cavallo Point,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d13512e-8d1d-48cc-8ab2-3dc6e42844af.pdf,https://digitaldemocracy.calmatters.org/legislators/ash-kalra-100938
Ash Kalra,2023,California Environmental Voters,"350 Frank H. Ogawa Plaza, Suite 1100 "," Oakland, CA 94612",787,0,2023-04-27,2023-04-29,Gift,false,"2023 Climate Summit, Napa California",Attended annual Climate Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d13512e-8d1d-48cc-8ab2-3dc6e42844af.pdf,https://digitaldemocracy.calmatters.org/legislators/ash-kalra-100938
Ash Kalra,2023,Smart Justice California,"2500 Steiner Street, #8","San Francisco, Ca 94115",1928.3,0,2023-02-02,2023-02-04,Gift,false,"San Diego, Califronia",Attended Policy Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d13512e-8d1d-48cc-8ab2-3dc6e42844af.pdf,https://digitaldemocracy.calmatters.org/legislators/ash-kalra-100938
Sydney Kamlager,2021,Forest Foundation,"1215 K Street, Suite 1835","Sacramento, CA",794.98,0,2021-05-20,2021-05-21,Gift,false,Mt. Shasta,Tour of Forest Operations & Fire Prevention Activities,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7650c0c5-fb76-4a6e-a4af-accbf8cd4f21.pdf,https://digitaldemocracy.calmatters.org/legislators/sydney-kamlager
Kevin Kiley,2021,Young Republican National Federation,"1016 15th St NW, Ste 600, Washington, District of Columbia","Washington, District of Columbia, 20005",1189.96,0,2021-04-30,2021-05-02,Gift,true,"Milwaukee, WI",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/888bf5f9-165a-441c-b99d-91fa48a7df98.pdf,https://digitaldemocracy.calmatters.org/legislators/kevin-kiley
Tom Lackey,2021,Assemblymember Reyes for Assembly 2022,"1787 Tribute Road, Suite K",Sacramento CA,153.8,0,2021-10-12,2021-10-12,Gift,false,"San Bernardino, CA",Travel Related to Policy Tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3ced9b6f-35d5-4300-9b0d-b52a1d02462c.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2021,California Problem Solvers Foundation,"150 Post Street, Suite 405","San Francisco, CA",3055.11,0,2021-10-18,2021-10-18,Gift,false,"Dana Point, CA",Travel Related to Policy Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3ced9b6f-35d5-4300-9b0d-b52a1d02462c.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2021,Salton Sea Authority,"74760 Highway 111, Suite 100","Indian Wells, CA",53.37,0,2021-11-30,2021-11-30,Gift,false,"Mecca, California",Travel Related to Policy Tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3ced9b6f-35d5-4300-9b0d-b52a1d02462c.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2022,California Independent Petroleum Association,"1001 K, Sixth Floor","Sacramento, CA 95814",1279.32,0,2022-12-16,2022-12-16,Gift,true,"Newport Beach, California",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f2e03b26-3502-4a06-9daf-5c5f1dea4609.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2022,California Problem Solvers Foundation,"1121 L Street, Suite 105","Sacramento, CA 95814",2337.38,0,2022-04-28,2022-04-30,Gift,,"Sonoma, California",Travel Related to Policy Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f2e03b26-3502-4a06-9daf-5c5f1dea4609.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2023,"Bell, McAndrews & Hiltachk, LLP/CDA Foundation","1201 K Street, 15th Floor","Sacramento, CA 95814",315.22,0,2023-10-12,2023-10-15,Gift,,"New York City, NY","Transportatioin, food and drink",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7188990-5a38-4320-a21f-a577b9a2f85b.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2023,"Bell, McAndrews & Hiltachk, LLP/CDA Foundation","1201 K Street, 15th Floor","Sacramento, CA 95814",3150.68,0,2023-10-12,2023-10-15,Gift,,"New York City, NY","Travel, transportation, lodging",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7188990-5a38-4320-a21f-a577b9a2f85b.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2023,California Attractions and Parks Association,"1127 L Street, Suite 214",Sacramento CA 95814,421.52,0,2023-01-28,2023-01-28,Gift,,"Universal City, CA","admission, parking, food, drinks for Universal Studios Hollywood",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7188990-5a38-4320-a21f-a577b9a2f85b.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2023,California Problem Solvers Foundation,"1121 L Street, Suite 105","Sacramento, CA 95814",620.06,0,2023-11-06,2023-11-08,Gift,,"Dana Point, CA","Golf green fees, golf club rentals, and in-room gift",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7188990-5a38-4320-a21f-a577b9a2f85b.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
Tom Lackey,2023,California Problem Solvers Foundation,"1121 L Street, Suite 105","Sacramento, CA 95814",3000.95,0,2023-11-06,2023-11-08,Gift,,"Dana Point, CA","Hotel, Valet, Food and Drink",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7188990-5a38-4320-a21f-a577b9a2f85b.pdf,https://digitaldemocracy.calmatters.org/legislators/tom-lackey-10
